Data;Załadunek;Importer;Towar;Waga;Cena;Transport;Plac;Wartość;Faktura;Firma;Kierunek;Kod odpadu;Reklamacja;LS;Skąd;;
2025-11-28;;Recyclog;01.04;23,04;441;1 600,00;371,56;10 160,64;38/11/2025;Ewrant;Eisenhüttenstadt;150101;;1174283;EWRANT;;
2025-11-29;;Recyclog;bibuła;15,9;462;0;462;7 345,80;54/11/2025;Ewrant;Lehnice;191201;;2025101882;EWRANT;;
2025-11-29;;Recyclog;bibuła;4,8;63;0;63;302,4;54/11/2025;Ewrant;Lehnice;191201;;2025101882;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia 98/02;4,45;1 134,00;659;985,91;5 046,30;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia 95/5;2,15;924;318;776,09;1 986,60;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia 90/10;1,5;651;222;503;976,5;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia 50/50;2,35;210;348;61,91;493,5;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;big bag;0,85;4,2;126;-144,04;3,57;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;paski PP;0,37;420;55;271,35;155,4;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia LDPE;3,4;2 201,00;503;2 053,06;7 483,40;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;Mix;0,2;4,2;30;-145,8;0,84;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;2025-11-28;TM Recycling;folia LDPE;1,75;105;259;-43;183,75;8.12.2025.;Ewrant;Hohenwestedt;150102;;208796;EWRANT;;
2025-12-01;;Recyclog/Recykler;01.04;21,32;472,5;1 250,00;413,87;10 073,70;1/12/2025, 10/12/2025;Midass;Schwedt;150101;;600272493;EWRANT;;
2025-12-02;;Recyclog/Recykler;01.04;22,194;472,5;1 250,00;416,18;10 486,67;1/12/2025, 10/12/2025;Midass;Schwedt;150101;22,74;600272494;EWRANT;;
2025-12-02;;Recyclog;01.04;22,48;441;1 600,00;369,83;9 913,68;1.12.2025;Ewrant;EISEN;150101;;A1184790;EWRANT;;
2025-12-03;;Recyclog/Recykler;01.04;16,52;472,5;1 250,00;396,83;7 805,70;1/12/2025, 10/12/2025;Midass;Schwedt;150101;;600272497;EWRANT;;
2025-12-03;;Recyclog;01.04;19,9;441;1 600,00;360,6;8 775,90;1.12.2025;Ewrant;EISEN;150101;;A1184791;EWRANT;;
2025-12-04;;Recyclog/Recykler;01.04;18,662;472,5;1 250,00;405,52;8 817,80;1/12/2025, 10/12/2025;Midass;Schwedt;150101;19,48;600272498;EWRANT;;
2025-12-04;;Recyclog/Recykler;1.11;18,02;941;1 250,00;871,63;16 956,82;1/12/2025, 10/12/2025;Midass;Schwedt;150101;;600274198;EWRANT;;
2025-12-05;;Recyclog/Recykler;01.04;24,04;472,5;1 250,00;420,5;11 358,90;1/12/2025, 10/12/2025;Midass;Schwedt;150101;;600272501;EWRANT;;
2025-12-05;;Recyclog/Recykler;1.11;15,58;941;1 250,00;860,77;14 660,78;1/12/2025, 10/12/2025;Midass;Schwedt;150101;;600273988;EWRANT;;
2025-12-08;;TM Recycling;folia LDPE;2,01;105;266;-27,34;211,05;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;folia 98/02;4,3;1 092,00;569;959,67;4 695,60;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;folia 50/50;6,86;252;908;119,64;1 728,72;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;big bag biały;0,95;21;152;-139;19,95;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;big bag;0,63;4,2;83;-127,55;2,65;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;paski PET;0,65;336;86;203,69;218,4;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;LDPE Shrink Film;3,42;2 205,00;453;2 072,54;7 541,10;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-08;;TM Recycling;paski PP;0,215;462;28;331,77;99,33;14.12.2025;Ewrant;Hohenwestedt;150102;;209920;EWRANT;;
2025-12-09;;Recyclog;01.04;22,271;441;1 600,00;369,16;9 821,51;13.12.2025;Ewrant;EISEN;150101;22,96;A1184804;EWRANT;;
2025-12-09;;Recyclog/Recykler;01.04;22,576;472,5;1 250,00;417,13;10 667,16;2/12/2025, 26/12/2025;Midass;Schwedt;150101;23,06;600273942;EWRANT;;
2025-12-09;;EkoRecykling/Recykler;1.11;18,16;750;-50;752,75;13 620,00;15/12/2025,;Ewrant;Schwedt;150101;;600274038;EWRANT;;
2025-12-10;;TM Recycling;folia 98/02;1,33;1 092,00;245;907,79;1 452,36;17.12.2025;Ewrant;Hohenwestedt;150102;;209865;EWRANT;;
2025-12-10;;TM Recycling;folia 95/5;0,44;840;81;655,91;369,6;17.12.2025;Ewrant;Hohenwestedt;150102;;209865;EWRANT;;
2025-12-10;;TM Recycling;folia 80/20;0,88;420;162;235,91;369,6;17.12.2025;Ewrant;Hohenwestedt;150102;;209865;EWRANT;;
2025-12-10;;TM Recycling;folia 50/50;11,05;252;2 033,00;68,02;2 784,60;17.12.2025;Ewrant;Hohenwestedt;150102;;209865;EWRANT;;
2025-12-10;;Recyclog/Recykler;01.04;23,366;472,5;1 250,00;419;11 040,44;2/12/2025, 26/12/2025;Midass;Schwedt;150101;24,34;600273943;EWRANT;;
2025-12-10;;Recyclog;01.04;17,682;441;1 600,00;350,51;7 797,76;13.12.2025;Ewrant;EISEN;150101;19,22;A1184806;EWRANT;;
2025-12-10;;Recyclog/Recykler;01.04;24,378;472,5;1 250,00;421,22;11 518,61;2/12/2025, 26/12/2025;Midass;Schwedt;150101;25,5;600273992;EWRANT;;
2025-12-11;;Recyclog/Recykler;1.11;17,62;941;1 250,00;870,06;16 580,42;2/12/2025, 26/12/2025;Midass;Schwedt;150101;;600273844;EWRANT;;
2025-12-11;;RLG;01.04;21,958;410;1 600,00;337,13;9 002,78;20.12.2025;Ewrant;EISEN;150101;23,36;A200-147017;EWRANT;;
2025-12-11;;Recyclog/Recykler;01.04;23,48;472,5;1 250,00;419,26;11 094,30;2/12/2025, 26/12/2025;Midass;Schwedt;150101;;600273947;EWRANT;;
2025-12-12;;Recyclog/Recykler;01.04;22,52;472,5;1 250,00;416,99;10 640,70;2/12/2025, 26/12/2025;Midass;Schwedt;150101;;600273948;EWRANT;;
2025-12-15;;Recyclog/Recykler;01.04;21,3;472,5;1 250,00;413,81;10 064,25;3/12/2025,;Midass;Schwedt;150101;;600274003;EWRANT;;
2025-12-16;;RLG;01.04;23,808;410;1 600,00;342,8;9 761,28;20.12.2025;Ewrant;EISEN;150101;24,8;A200-147018;EWRANT;;
2025-12-17;;EkoRecykling/Recykler;1.11;17,58;750;-50;752,84;13 185,00;33/12/2025;Ewrant;Schwedt;150101;;600274041;EWRANT;;
2025-12-17;;Recyclog;01.04;22,43;472,5;1 250,00;416,77;10 598,18;7.12.2025;Antra;Schwedt;150101;23,1;600273932;EWRANT;;
2025-12-17;;Recyclog/Recykler;01.04;24,18;472,5;1 250,00;420,8;11 425,05;3/12/2025,;Midass;Schwedt;150101;;600273934;EWRANT;;
2025-12-18;;Recyclog/Recykler;01.04;22,26;472,5;1 250,00;416,35;10 517,85;3/12/2025,;Midass;Schwedt;150101;;600273938;EWRANT;;
2025-12-18;;Recyclog;01.04;22,82;441;1 600,00;370,89;10 063,62;25.12.2025;Ewrant;EISEN;150101;;1184816;EWRANT;;
2025-12-19;;Recyclog;01.04;22,64;441;1 600,00;370,33;9 984,24;25.12.2025;Ewrant;EISEN;150101;;A1184821;EWRANT;;
2025-12-19;;Recyclog;1.11;;;;;0;;Midass;LEIPA;150101;;600273841;;;
2025-12-22;;Recyclog;01.04;22,34;483;1 600,00;411,38;10 790,22;31.12.2025;Ewrant;EISEN;150101;;1193458;EWRANT;;
2025-12-22;;Recyclog;01.04;22,62;483;1 600,00;412,27;10 925,46;31.12.2025;Ewrant;EISEN;150101;;1184828;EWRANT;;
2025-12-23;;Recyclog;01.04;23,04;483;1 600,00;413,56;11 128,32;31.12.2025;Ewrant;EISEN;150101;;1184829;EWRANT;;
2025-12-29;;Recyclog;01.04;20,82;483;1 600,00;406,15;10 056,06;45/12/2025;Ewrant;EISEN;150101;;1184830;EWRANT;;
2025-12-29;;Recyclog;01.04;19,62;483;1 600,00;401,45;9 476,46;13.12.2025;Antra;EISEN;150101;;1184831;EWRANT;;
2025-12-30;;Recyclog;01.04;22,72;483;1 600,00;412,58;10 973,76;45/12/2025;Ewrant;EISEN;150101;;1184835;EWRANT;;
2025-12-30;;Recyclog;01.04;22,68;483;1 600,00;412,45;10 954,44;45/12/2025;Ewrant;EISEN;150101;;A1184836;EWRANT;;
2025-12-30;;Recyclog;01.04;21,3;483;1 600,00;407,88;10 287,90;13.12.2025;Antra;EISEN;150101;;1184837;EWRANT;;
